Accreditation code,Power station name,State,Installed capacity,Postcode,Fuel source(s),Accreditation start date,Suspension status,Baseline (MWh),Comment
SRPVVC18,Mars Chocolate Australia Solar - VIC,VIC,0.21,3355,Solar,10/11/2014,Unsuspended,0,n/a
SRPVNT14,Alice Springs Airport Carpark Solar - NT,NT,0.6513,0870,Solar,21/11/2014,Unsuspended,0,n/a
SRPVNS30,Soldiers Point - Solar w SGU - NSW,NSW,0.2743,2317,Solar,21/11/2014,Unsuspended,0,n/a
WD00VC19,Cape Nelson North Wind Farm - VIC,VIC,22.55,3305,Wind,10/12/2014,Unsuspended,0,n/a
SRPVWA14,Mitchell Foods Canning Vale Solar - WA,WA,0.2,6155,Solar,17/12/2014,Unsuspended,0,n/a
WD00NS11,Taralga Wind Farm - NSW,NSW,106.8,2580,Wind,22/12/2014,Unsuspended,0,n/a
SRPVWA15,CKB Oasis Recreation Centre Solar - WA,WA,0.1375,6432,Solar,16/01/2015,Unsuspended,0,n/a
SRPVWA16,CKB Wastewater Treatment Plant Solar - WA,WA,0.15,6432,Solar,16/01/2015,Unsuspended,0,n/a
SRPVSA09,Peter Lehmann Wines - Solar - SA,SA,0.125,5352,Solar,18/02/2015,Unsuspended,0,n/a
WD00VC20,Bald Hills Wind Farm - VIC,VIC,106.6,3956,Wind,24/02/2015,Unsuspended,0,n/a
SRPVNS32,University of Wollongong - SBRC - Solar - NSW,NSW,0.1549,2500,Solar,2/03/2015,Unsuspended,0,n/a
SRPVNS31,Nyngan Solar Plant - NSW,NSW,102,2825,Solar,21/03/2015,Unsuspended,0,n/a
WD00VC21,Chepstowe Wind Farm - VIC,VIC,6.15,3351,Wind,23/03/2015,Unsuspended,0,n/a
SRPVNS34,Sydney Theatre Company Solar - NSW,NSW,0.382,2000,Solar,23/03/2015,Suspended,0,n/a
SRPVNS33,Rouse Hill Town Centre -Solar -NSW,NSW,0.35,2155,Solar,26/03/2015,Unsuspended,0,n/a
SRPVVC21,IKEA Richmond - Solar - VIC,VIC,0.721,3121,Solar,17/04/2015,Unsuspended,0,n/a
SRPVVC20,IKEA Springvale Solar - VIC,VIC,0.95,3171,Solar,17/04/2015,Unsuspended,0,n/a
SRPVNS35,UNSW Library - Solar - NSW,NSW,0.1142,2033,Solar,7/05/2015,Suspended,0,n/a
SRPVQL18,IKEA Logan - Solar - QLD,QLD,0.741,4127,Solar,14/05/2015,Unsuspended,0,n/a
SRPVQL17,Weipa Solar Farm - QLD,QLD,1.6,4874,Solar,29/05/2015,Unsuspended,0,n/a
BEBGSA05,Bolivar Waste Water Treatment Plant - SA,SA,9.9,5110,Biomass,8/07/2015,Unsuspended,4722,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.
SRPVNS37,IKEA Marsden Park - Solar - NSW,NSW,0.65,2765,Solar,16/07/2015,Unsuspended,0,n/a
SRPVQL19,Emmanuel College Administration - Solar - QLD,QLD,0.1,4211,Solar,21/07/2015,Unsuspended,0,n/a
SRPVNS36,Broken Hill Solar Plant - NSW,NSW,53,2880,Solar,22/07/2015,Unsuspended,0,n/a
SRPVNT15,Desert Knowledge Australia Solar Centre - NT,NT,0.1161,0870,Solar,12/08/2015,Unsuspended,0,n/a
SRPVWA17,Amcap Distribution Welshpool - Solar - WA,WA,0.2,6106,Solar,18/08/2015,Unsuspended,0,n/a
SRPVVC23,Complete Food Services Preston - Solar - VIC,VIC,0.2,3072,Solar,31/08/2015,Suspended,0,n/a
SRPVVC22,Toyota Motor Corporation Australia Altona - Solar - VIC,VIC,0.5,3025,Solar,2/09/2015,Unsuspended,0,n/a
SRPVQL20,Brisbane Markets - Solar - QLD,QLD,5.1042,4106,Solar,3/09/2015,Unsuspended,0,n/a
SRPVNS38,Stockland Shellharbour - Solar - NSW,NSW,1.2175,2529,Solar,3/09/2015,Unsuspended,0,n/a
SRPVTA02,Australian Antarctic Division HQ Solar,TAS,0.279,7051,Solar,7/10/2015,Suspended,0,n/a
SRPVWA18,Bossong Welshpool - Solar - WA,WA,0.15,6106,Solar,13/10/2015,Unsuspended,0,n/a
SRPVNT16,Casuarina Square Solar PV System - NT,NT,1.2529,0810,Solar,19/10/2015,Unsuspended,0,n/a
SRPVNS39,Bupa Tamworth - Todae Solar PV - NSW,NSW,0.0997,2340,Solar,23/10/2015,Suspended,0,n/a
SRPVWA19,Leeuwin Estate Solar - WA,WA,0.149,6286,Solar,27/10/2015,Unsuspended,0,n/a
SRPVQL21,Sunny Crumpton Solar - QLD,QLD,0.24,4610,Solar,2/11/2015,Unsuspended,0,n/a
SRPVNS43,Murray Rose No5 - Solar - NSW,NSW,0.1305,2127,Solar,4/11/2015,Unsuspended,0,n/a
SRPVNS42,Cootamundra Oil Seed Solar - NSW w SGU,NSW,0.4687,2590,Solar,10/11/2015,Unsuspended,0,n/a
SRPVNT17,Woolworths Coolalinga - Solar - NT,NT,0.2978,0839,Solar,10/11/2015,Unsuspended,0,n/a
SRPVNS41,LMCC Administrative Centre - Solar - NSW,NSW,0.3763,2284,Solar,12/11/2015,Unsuspended,0,n/a
SRPVQL22,Gatton Solar Research Facility,QLD,3.528,4343,Solar,20/11/2015,Unsuspended,0,n/a
BEBGQL23,Dakabin LFG-QLD,QLD,2.12,4503,Biomass,23/11/2015,Unsuspended,0,n/a
SRPVNS40,Tyrrell's Ground Mount Solar - Pokolbin - NSW,NSW,0.25,2320,Solar,24/11/2015,Unsuspended,0,n/a
WD00VC22,Cookers Oil Wind - Vic,VIC,0.015,3026,Wind,1/12/2015,Unsuspended,0,n/a
SRPVQL23,Freecor Stanfast - Solar - QLD,QLD,0.03,4650,Solar,8/12/2015,Suspended,0,n/a
SRPVNS44,IKEA Tempe - Solar - NSW,NSW,0.99,2044,Solar,8/12/2015,Unsuspended,0,n/a
SRPVNS45,Mater Dei School Solar - NSW,NSW,0.1527,2570,Solar,8/12/2015,Unsuspended,0,n/a
SRPVVC25,Masalki Cool Stores Solar - VIC,VIC,0.5006,3631,Solar,16/12/2015,Unsuspended,0,n/a
SRPVAC09,Hedley Beare Centre -Solar - ACT,ACT,0.176,2611,Solar,17/12/2015,Unsuspended,0,n/a
SRPVWA20,Yungngora Solar - WA,WA,0.2,6765,Solar,17/12/2015,Unsuspended,0,n/a
SRPVVC24,Mazenod College Solar - VIC,VIC,0.1598,3170,Solar,18/12/2015,Unsuspended,0,n/a
BEBGWA13,Jandakot Biogass- WA,WA,2.4,6164,Biomass,22/12/2015,Unsuspended,0,n/a
SRPVAC08,Amaroo Solar - ACT,ACT,0.6,2914,Solar,23/12/2015,Unsuspended,0,n/a
SRPVVC26,Ballarat Holden Solar - VIC,VIC,0.14,3355,Solar,23/12/2015,Unsuspended,0,n/a
SRPVWA21,Watershed Premium Wines Ltd Solar,WA,0.15,6285,Solar,14/01/2016,Unsuspended,0,n/a
SRPVQL24,Condabilla Fish Solar - QLD,QLD,0.144,4413,Solar,18/01/2016,Unsuspended,0,n/a
SRPVNS47,Ballina Waste Water Treatment Plant - Solar - NSW,NSW,0.3,2478,Solar,19/01/2016,Unsuspended,0,n/a
SRPVNS53,Australia Post Strawberry Hills Solar - NSW,NSW,0.284,2016,Solar,16/02/2016,Unsuspended,0,n/a
SRPVNS46,MOREE SOLAR FARM,NSW,70.1729,2400,Solar,22/02/2016,Unsuspended,0,n/a
WD00VC23,Coonooer Bridge Wind Farm - VIC,VIC,19.8,3477,Wind,29/02/2016,Unsuspended,0,n/a
SRPVSA10,Renmark Self Storage - Solar - SA,SA,0.18,5341,Solar,29/02/2016,Unsuspended,0,n/a
SRPVVC35,CRG Logistics - Solar - VIC,VIC,0.3,3029,Solar,2/03/2016,Unsuspended,0,n/a
HYMCTA06,Weasel Plains Micro-Hydro - TAS,TAS,0.2,7030,Hydro,3/03/2016,Unsuspended,0,n/a
SRPVQL27,Freecor11GatewayTIN - Solar - QLD,QLD,0.04,4650,Solar,8/03/2016,Suspended,0,n/a
SRPVQL25,Freecor13GatewayTIN - Solar- QLD,QLD,0.0135,4650,Solar,8/03/2016,Suspended,0,n/a
SRPVQL28,Freecor2BauhiniaKAW - Solar - QLD,QLD,0.04,4655,Solar,8/03/2016,Unsuspended,0,n/a
SRPVQL26,Freecor7MainPIA - Solar - QLD,QLD,0.013,4655,Solar,8/03/2016,Suspended,0,n/a
SRPVVC27,BUPA Mildura 150kWp,VIC,0.15,3500,Solar,15/03/2016,Unsuspended,0,n/a
SRPVNS48,BUPA Pottsville 175kWp,NSW,0.175,2489,Solar,15/03/2016,Unsuspended,0,n/a
SRPVNS49,BUPA Sutherland 50kWp,NSW,0.05,2232,Solar,15/03/2016,Unsuspended,0,n/a
SRPVVC28,BUPA Traralgon 200kWp,VIC,0.2,3844,Solar,15/03/2016,Unsuspended,0,n/a
SRPVVC34,BUPA Wodonga 100kWp,VIC,0.1,3690,Solar,15/03/2016,Unsuspended,0,n/a
SRPVNS51,BUPA Ballina 81kWp,NSW,0.081,2478,Solar,18/03/2016,Unsuspended,0,n/a
SRPVNS50,BUPA Bankstown 76kWp,NSW,0.076,2199,Solar,18/03/2016,Unsuspended,0,n/a
SRPVNS52,BUPA Bateau Bay 40kWp,NSW,0.04,2261,Solar,18/03/2016,Unsuspended,0,n/a
SRPVVC32,BUPA Bendigo 120kWp,VIC,0.12,3550,Solar,18/03/2016,Unsuspended,0,n/a
SRPVVC31,BUPA Echuca 61kWp,VIC,0.061,3564,Solar,18/03/2016,Unsuspended,0,n/a
SRPVVC33,BUPA Kyneton 50kWp,VIC,0.05,3444,Solar,18/03/2016,Unsuspended,0,n/a
SRPVQL29,BUPA Mount Sheridan 51kWp,QLD,0.051,4868,Solar,18/03/2016,Unsuspended,0,n/a
SRPVVC29,BUPA Portland 87kWp,VIC,0.087,3305,Solar,18/03/2016,Unsuspended,0,n/a
SRPVQL30,BUPA Runaway Bay 51kWp,QLD,0.051,4216,Solar,18/03/2016,Unsuspended,0,n/a
SRPVVC30,BUPA Templestowe,VIC,0.199,3106,Solar,18/03/2016,Unsuspended,0,n/a
SRPVAC10,Royal Australian Mint - Solar - ACT,ACT,0.3629,2600,Solar,21/03/2016,Unsuspended,0,n/a
BEBGQL24,Maryborough LFG-QLD,QLD,1.702,4650,Biomass,22/03/2016,Unsuspended,0,n/a
SRPVWA22,DeGrussa Solar - WA,WA,10.56,6642,Solar,9/04/2016,Suspended,0,n/a
SRPVNT18,Karama Shopping Centre,NT,0.2149,0812,Solar,13/04/2016,Unsuspended,0,n/a
SRPVNT19,Yulara Solar Plant- NT,NT,1.8253,0872,Solar,22/04/2016,Unsuspended,0,n/a
BEBGQL25,Strathane Agricultural Waste - QLD,QLD,0.75,4361,Biomass,28/04/2016,Unsuspended,0,n/a
SRPVNT20,Asian United Food Service - Woolner,NT,0.3993,0820,Solar,10/05/2016,Suspended,0,n/a
SRPVWA23,Broadway Fair WA 313kWp,WA,0.3128,6009,Solar,16/05/2016,Unsuspended,0,n/a
SRPVNS54,W & S PLASTICS 198 KW,NSW,0.198,2170,Solar,24/05/2016,Unsuspended,0,n/a
HYMINS14,North Head Mini Hydro - NSW,NSW,2.1,2095,Hydro,7/06/2016,Unsuspended,0,n/a
SRPVNS55,Baxter Healthcare - Todae Solar PV - Old Toongabbie - NSW,NSW,0.5353,2146,Solar,10/06/2016,Unsuspended,0,n/a
SRPVSA11,Living Choice Fullarton Solar,SA,0.1999,5063,Solar,15/06/2016,Unsuspended,0,n/a
SRPVVC36,NEXTDC M1 401kWp,VIC,0.4016,3207,Solar,15/06/2016,Unsuspended,0,n/a
WD00SA18,Hornsdale Wind Farm Stage 1 - SA,SA,102.4,5491,Wind,22/06/2016,Unsuspended,0,n/a
WD00TA10,The Gums Woolnorth - Wind - TAS,TAS,0.6,7330,Wind,24/06/2016,Unsuspended,0,n/a
SRPVNS56,Australian Vintage AV300 - NSW - BURONGA w SGU,NSW,1.6489,2739,Solar,27/06/2016,Unsuspended,0,n/a
SRPVNT21,DIA Solar Plant Stage 1 - NT,NT,4,0820,Solar,28/06/2016,Unsuspended,0,n/a
SRPVQL31,The Pines Elanora - Solar - QLD,QLD,0.636,4221,Solar,29/06/2016,Suspended,0,n/a
SRPVQL32,Bundaberg Christian College - QLD,QLD,0.2586,4670,Solar,4/07/2016,Unsuspended,0,n/a
SRPVNS57,UNSW Morven Brown PV,NSW,0.2182,2033,Solar,4/07/2016,Suspended,0,n/a
HYMCNS07,Googong Micro Hydro,NSW,0.6,2620,Hydro,5/07/2016,Unsuspended,0,n/a
SRPVQL34,BUPA Cairns 150 kWp,QLD,0.15,4870,Solar,21/07/2016,Unsuspended,0,n/a
WD00TA11,Cygnet Woolnorth - Wind - Tas,TAS,0.225,7330,Wind,21/07/2016,Unsuspended,0,n/a
SRPVQL33,Dobinsons Spring & Suspension - QLD,QLD,0.518,4701,Solar,26/07/2016,Unsuspended,0,n/a
SRPVWA26,Aegis Aged Care - Anchorage - Solar - WA,WA,0.1426,6030,Solar,1/08/2016,Unsuspended,0,n/a
SRPVWA24,Aegis Aged Care - Woodlake - Solar - WA,WA,0.1855,6026,Solar,1/08/2016,Unsuspended,0,n/a
SRPVWA28,Aegis Aged Care - Melville - Solar - WA,WA,0.0996,6156,Solar,2/08/2016,Unsuspended,0,n/a
SRPVNS58,Barangaroo - Solar - NSW,NSW,1.0793,2000,Solar,11/08/2016,Unsuspended,0,n/a
WD00VC24,"Ararat Wind Farm, VIC",VIC,242,3377,Wind,15/08/2016,Unsuspended,0,n/a
SRPVSA13,Sabrina 1 Solar - SA,SA,0.495,5111,Solar,16/08/2016,Unsuspended,0,n/a
SRPVWA25,Aegis Aged Care - Parkview - Solar - WA,WA,0.1399,6104,Solar,18/08/2016,Unsuspended,0,n/a
SRPVWA33,Aegis Aged Care - Carrington - Solar - WA,WA,0.1402,6163,Solar,30/08/2016,Unsuspended,0,n/a
SRPVWA29,Karratha Solar Power 1MW,WA,1,6714,Solar,30/08/2016,Unsuspended,0,n/a
SRPVWA31,Aegis Aged Care - Shawford - Solar - WA,WA,0.1415,6018,Solar,31/08/2016,Unsuspended,0,n/a
SRPVWA32,Aegis Aged Care - Ellenvale - Solar - WA,WA,0.1418,6280,Solar,8/09/2016,Unsuspended,0,n/a
SRPVWA30,Aegis Aged Care - Sandstrom - Solar - WA,WA,0.0588,6050,Solar,8/09/2016,Unsuspended,0,n/a
SRPVAC11,Mount Majura Solar Farm - ACT,ACT,2.3,2609,Solar,8/09/2016,Unsuspended,0,n/a
SRPVWA27,AAC03- Solar - WA,WA,0.1497,6069,Solar,14/09/2016,Unsuspended,0,n/a
SRPVNS59,CCS Media Solar - NSW,NSW,0.15,2128,Solar,21/09/2016,Unsuspended,0,n/a
SRPVAC12,2 Faulding Street Solar - ACT,ACT,0.3469,2609,Solar,28/09/2016,Unsuspended,0,n/a
SRPVWA34,Trinity College MPF Power Station WA,WA,0.0661,6004,Solar,12/10/2016,Unsuspended,0,n/a
SRPVVC37,Sunshine Plaza,VIC,1.044,3020,Solar,13/10/2016,Unsuspended,0,n/a
SRPVSA14,Redmud Green Energy 1 - Solar - SA,SA,0.1872,5341,Solar,18/10/2016,Unsuspended,0,n/a
SRPVVC38,Kerr St Solar-VIC,VIC,0.3252,3677,Solar,25/10/2016,Unsuspended,0,n/a
SRPVQL35,Austchilli - Solar w SGU - QLD,QLD,0.3984,4670,Solar,31/10/2016,Unsuspended,0,n/a
SRPVVC39,CEVA,VIC,0.3,3029,Solar,11/11/2016,Unsuspended,0,n/a
SRPVNS60,Martin Brower Distribution Facility,NSW,0.7774,2164,Solar,11/11/2016,Unsuspended,0,n/a
SRPVWA35,AAC19- Solar - WA,WA,0.1018,6006,Solar,21/11/2016,Unsuspended,0,n/a
SRPVNS61,Sydney Renewable Power Company - Solar - NSW,NSW,0.52,2009,Solar,22/11/2016,Unsuspended,0,n/a
SRPVNS62,Campbells River Pump NSW Solar,NSW,0.131,2675,Solar,23/11/2016,Unsuspended,0,n/a
SRPVAC13,Canberra Hospital Building 26 Solar ACT,ACT,0.48,2605,Solar,23/11/2016,Unsuspended,0,n/a
SRPVNS63,River Pump Booligal Road NSW Solar,NSW,0.211,2675,Solar,23/11/2016,Unsuspended,0,n/a
SRPVNS64,Wyadra Solar - NSW,NSW,0.211,2675,Solar,23/11/2016,Unsuspended,0,n/a
SRPVSA15,Bianco Construction Supplies Solar System - SA,SA,0.2016,5084,Solar,25/11/2016,Unsuspended,0,n/a
SRPVSA16,Bianco Precast Solar System - SA,SA,0.2016,5084,Solar,25/11/2016,Unsuspended,0,n/a
SRPVWA36,Corpus - Solar - WA,WA,0.168,6150,Solar,30/11/2016,Unsuspended,0,n/a
BEBGQL26,Gladstone LFG-QLD,QLD,1.067,4680,Biomass,1/12/2016,Unsuspended,0,n/a
BEBGNS30,AGLSITA1- LFG - NSW,NSW,2.8,2178,Biomass,5/12/2016,Unsuspended,0,n/a
SRPVNT22,Hibiscus Shopping Centre - Solar- NT,NT,0.25,0812,Solar,5/12/2016,Unsuspended,0,n/a
SRPVSA18,Redmud Green Energy 3 - Solar - SA,SA,0.1872,5322,Solar,5/12/2016,Unsuspended,0,n/a
SRPVAC14,Mugga Lane Solar Park - ACT,ACT,12.85,2904,Solar,8/12/2016,Unsuspended,0,n/a
SRPVNT23,DIA Solar Plant Stage 2 - NT,NT,1.524,0820,Solar,9/12/2016,Unsuspended,0,n/a
SRPVSA17,Redmud Green Energy 2 - Solar - SA,SA,0.1872,5341,Solar,12/12/2016,Unsuspended,0,n/a
SRPVWA37,AAC13- Solar - WA,WA,0.1802,6169,Solar,14/12/2016,Unsuspended,0,n/a
SRPVVC40,Manor Lakes CLC Solar - VIC,VIC,0.1375,3024,Solar,14/12/2016,Unsuspended,0,n/a
SRPVWA38,AAC15-Solar - WA,WA,0.0557,6054,Solar,16/12/2016,Unsuspended,0,n/a
SRPVWA39,AAC18 - Solar - WA,WA,0.1423,6060,Solar,16/12/2016,Unsuspended,0,n/a
SRPVAC15,Williamsdale Solar Farm ACT,ACT,11.1375,2901,Solar,19/12/2016,Unsuspended,0,n/a
SRPVNT24,Charles Darwin University Solar NT,NT,0.256,0801,Solar,20/12/2016,Unsuspended,0,n/a
SRPVWA40,AAC24-Solar-WA,WA,0.1399,6210,Solar,21/12/2016,Unsuspended,0,n/a
SRPVWA41,Horizon Power Murchison Radio-astronomy Observatory Solar Farm WA,WA,0.25,6630,Solar,17/01/2017,Unsuspended,0,n/a
SRPVVC41,JL King & Co 150kW- Solar- VIC,VIC,0.15,3555,Solar,18/01/2017,Suspended,0,n/a
SRPVSA19,Redmud Green Energy 4 - Solar - SA,SA,0.6,5343,Solar,18/01/2017,Unsuspended,0,n/a
SRPVWA42,AAC09- Solar - WA,WA,0.1988,6163,Solar,19/01/2017,Unsuspended,0,n/a
SRPVSA20,Adelaide Zoo Solar System - SA,SA,0.1508,5000,Solar,20/01/2017,Unsuspended,0,n/a
SRPVNS65,Stockland Development Wetherill Park - Solar - NSW,NSW,0.9248,2164,Solar,24/01/2017,Unsuspended,0,n/a
SRPVSA21,Redmud Green Energy 5 - Solar - SA,SA,0.212,5341,Solar,25/01/2017,Unsuspended,0,n/a
SRPVNS66,Penrith RSL Solar - NSW,NSW,0.1999,2750,Solar,7/02/2017,Unsuspended,0,n/a
SRPVNS67,DHL6 Solar Horsley Park NSW,NSW,0.1,2175,Solar,9/02/2017,Unsuspended,0,n/a
SRPVVC42,Bunurong 260 kW Solar PV Bangholme VIC,VIC,0.26,3175,Solar,10/02/2017,Unsuspended,0,n/a
WD00SA19,Hornsdale Wind Farm Stage 2 - SA,SA,102.4,5491,Wind,10/02/2017,Unsuspended,0,n/a
SRPVWA43,AAC21- Solar - WA,WA,0.1518,6010,Solar,22/02/2017,Unsuspended,0,n/a
SRPVVC43,Cedar Meats Solar Geelong VIC,VIC,0.1998,3012,Solar,22/02/2017,Unsuspended,0,n/a
SRWDSA01,Coober Pedy- Wind- Solar - SA,SA,9,5723,Wind,28/02/2017,Unsuspended,0,"Wind is the primary fuel source. The total capacity is comprised of: 4.1 MW wind, 1 MW solar and 3.9 MW diesel."
SRPVSA23,Redmud Green Energy 6 - Solar - SA,SA,0.212,5342,Solar,9/03/2017,Unsuspended,0,n/a
SRPVSA22,Yalumba Winery Solar system (Angaston) - SA,SA,1.14,5353,Solar,9/03/2017,Unsuspended,0,n/a
SRPVVC44,Jessica Way Truganina Solar - VIC,VIC,0.365,3029,Solar,16/03/2017,Unsuspended,0,n/a
SRPVQL36,Barcaldine Solar Farm - QLD,QLD,25,4725,Solar,20/03/2017,Unsuspended,0,n/a
SRPVSA24,Yalumba Winery Solar system (Oxford Landing) - SA,SA,0.71,5355,Solar,27/03/2017,Unsuspended,0,n/a
SRPVWA46,Meekatharra Solar Power Station WA,WA,0.9452,6642,Solar,6/04/2017,Unsuspended,0,n/a
SRPVNS68,De Bortoli Wines - Solar - NSW,NSW,0.23,2680,Solar,11/04/2017,Unsuspended,0,n/a
SRPVQL38,Churchill Abattoir - Solar - QLD,QLD,0.9072,4305,Solar,8/05/2017,Unsuspended,0,n/a
SRPVSA26,Redmud Green Energy 8 - Solar - SA,SA,0.212,5333,Solar,11/05/2017,Unsuspended,0,n/a
SRPVQL37,St Ursula's College Yeppoon - Solar - QLD,QLD,0.1738,4703,Solar,12/05/2017,Unsuspended,0,n/a
SRPVNS69,Drayton's Family Wines Solar - NSW,NSW,0.2,2320,Solar,30/05/2017,Suspended,0,n/a
SRPVNS70,Chillamurra Solar NSW,NSW,4.77,2409,Solar,31/05/2017,Unsuspended,0,n/a
SRPVWA44,AAC23-Solar-WA,WA,0.1988,6167,Solar,1/06/2017,Unsuspended,0,n/a
SRPVVC45,Newhaven College - Solar - VIC,VIC,0.2432,3922,Solar,1/06/2017,Unsuspended,0,n/a
SRPVSA25,Redmud Green Energy 7 - Solar - SA,SA,0.424,5321,Solar,1/06/2017,Unsuspended,0,n/a
SRPVVC46,SCS Shepparton VIC - Solar,VIC,0.3,3630,Solar,7/06/2017,Unsuspended,0,n/a
SRPVVC47,Zilzie Winery Solar System - VIC,VIC,1.066,3496,Solar,13/06/2017,Unsuspended,0,n/a
WD00NS12,White Rock Wind Farm - NSW,NSW,200.172,2370,Wind,16/06/2017,Unsuspended,0,Wind is the primary fuel source. The solar component was added as an expansion to the wind farm on 20/09/2018. The total capacity is comprised of: 175 MW wind and 25.172 MW solar.
BEBGQL27,Tong Park - Agricultural Waste - QLD,QLD,1.228,4411,Biomass,19/06/2017,Unsuspended,0,n/a
SRPVVC48,Midland Highway Orrvale - Solar - VIC,VIC,0.509,3631,Solar,22/06/2017,Unsuspended,0,n/a
SRPVQL39,Woolcock Centre - Solar - QLD,QLD,0.2956,4812,Solar,28/06/2017,Unsuspended,0,n/a
SRPVNS71,Charles Sturt University Wagga Wagga 1.8MW - Solar NSW,NSW,1.7691,2650,Solar,29/06/2017,Unsuspended,0,n/a
SRPVWA47,Mineral Resources CSI Kwinana Solar WA,WA,0.1872,6167,Solar,29/06/2017,Unsuspended,0,n/a
SRPVWA48,MRL-Barrington Solar WA,WA,0.1872,6163,Solar,29/06/2017,Unsuspended,0,n/a
SRPVSA27,Redmud Green Energy 9 - Solar - SA,SA,0.212,5333,Solar,1/07/2017,Unsuspended,0,n/a
SRPVNS72,PE - Llandilo - Solar - NSW,NSW,0.795,2747,Solar,6/07/2017,Unsuspended,0,n/a
SRPVQL40,SV - Toowoomba - Solar - QLD,QLD,0.2601,4350,Solar,14/07/2017,Unsuspended,0,n/a
SRPVQL42,SV Lourdes - Solar - QLD,QLD,0.2637,4350,Solar,17/07/2017,Unsuspended,0,n/a
SRPVQL41,Sunshine Coast Solar Farm - QLD,QLD,15,4561,Solar,19/07/2017,Unsuspended,0,n/a
SRPVWA49,AAC04- Solar - WA,WA,0.1988,6069,Solar,28/07/2017,Unsuspended,0,n/a
SRPVQL43,SV - Mitchelton - Solar - QLD,QLD,0.1746,4053,Solar,28/07/2017,Unsuspended,0,n/a
SRPVSA28,Redmud Green Energy 11 - Solar - SA,SA,0.212,5341,Solar,4/08/2017,Unsuspended,0,n/a
WDOOSA20,Hornsdale Wind Farm Stage 3 - SA,SA,112,5491,Wind,16/08/2017,Unsuspended,0,n/a
SRPVWA45,AAC26-Solar-WA,WA,0.1988,6163,Solar,21/08/2017,Unsuspended,0,n/a
SRPVVC49,Flavorite Marketing VIC - Solar,VIC,0.1494,3023,Solar,21/08/2017,Unsuspended,0,n/a
SRPVQL44,SV - Private Brisbane - Solar - QLD,QLD,0.1705,4169,Solar,21/08/2017,Unsuspended,0,n/a
SRPVSA30,Redmud Green Energy 12 - Solar - SA,SA,0.212,5345,Solar,22/08/2017,Unsuspended,0,n/a
SRPVSA29,Redmud Green Energy 10 - Solar - SA,SA,0.212,5341,Solar,23/08/2017,Unsuspended,0,n/a
SRPVNS73,SV - Mater Clinic - NSW,NSW,0.1302,2065,Solar,23/08/2017,Unsuspended,0,n/a
SRPVQL45,University of Southern Queensland Toowoomba - Solar - QLD,QLD,1.5967,4350,Solar,28/08/2017,Unsuspended,0,n/a
SRPVWA50,Canning Vale WIS Solar WA,WA,0.1984,6155,Solar,7/09/2017,Unsuspended,0,n/a
BEBGVC20,REWASTE WOLLERT - VIC,VIC,1.06,3750,Biomass,7/09/2017,Unsuspended,0,n/a
SRPVSA31,Redmud Green Energy 13 - Solar - SA,SA,0.212,5340,Solar,8/09/2017,Unsuspended,0,n/a
SRPVQL46,SIPS Staypylton Industrial Power Station - Solar - Qld,QLD,0.15,4207,Solar,13/09/2017,Unsuspended,0,n/a
SRPVNS74,Parkes Shire Council STP - Solar - NSW,NSW,0.2983,2870,Solar,21/09/2017,Unsuspended,0,n/a
SRPVNS75,Parkes Shire Council WTP - Solar - NSW,NSW,0.1074,2870,Solar,21/09/2017,Unsuspended,0,n/a
SRPVVC50,SALE HOSPITAL - SOLAR - Vic,VIC,0.7574,3850,Solar,27/09/2017,Unsuspended,0,n/a
SRPVVC52,SV - Eltham - Solar - VIC,VIC,0.1842,3095,Solar,27/09/2017,Unsuspended,0,n/a
SRPVNS76,Bakers Maison Solar NSW,NSW,0.2246,2212,Solar,28/09/2017,Unsuspended,0,n/a
SRPVVC51,Shamic Sheetmetal Solar VIC,VIC,0.3052,3136,Solar,28/09/2017,Unsuspended,0,n/a
BEBGSA06,NAWMA - LFG - SOLAR - SA,SA,2.393,5114,Solar,3/10/2017,Unsuspended,0,Biomass is the primary fuel source. The total capacity is comprised of: 1.123 MW biomass and 1.27 MW solar.
SRPVWA52,MRL Sleat Rd Applecross Solar WA,WA,0.1248,6153,Solar,4/10/2017,Unsuspended,0,n/a
SRPVWA51,CJD - Forrestfield - WA,WA,0.1993,6058,Solar,5/10/2017,Unsuspended,0,n/a
SRPVQL47,Llewellyn Motors - Solar - QLD,QLD,0.3326,4304,Solar,9/10/2017,Unsuspended,0,n/a
SRPVVC53,University of Melbourne Archives Brunswick Solar Vic,VIC,0.0916,3056,Solar,10/10/2017,Unsuspended,0,n/a
SRPVVC55,University of Melbourne McCoy Carlton Solar Vic,VIC,0.0733,3053,Solar,10/10/2017,Unsuspended,0,n/a
SRPVVC54,University of Melbourne Performing Arts Centre Southbank Solar Vic,VIC,0.1844,3006,Solar,10/10/2017,Unsuspended,0,n/a
SRPVVC56,University of Melbourne Sports Centre Parkville Solar Vic,VIC,0.1608,3052,Solar,10/10/2017,Unsuspended,0,n/a
SRPVVC57,University of Melbourne Peter Hall Parkville Solar Vic,VIC,0.0478,3052,Solar,13/10/2017,Unsuspended,0,n/a
SRPVQL48,SV - Holy Spirit Northside - Solar - QLD,QLD,0.3932,4032,Solar,19/10/2017,Unsuspended,0,n/a
